order_id,customer_id,product_id,distance,product_rating,date,review,time_taken
89,829,1586,11.13,5,24-1-22,1,33
90,425,3178,1.99,5,11-10-22,1,16
91,131,1530,29.05,5,3-5-22,1,32
92,848,1995,21.33,5,9-7-22,1,44
93,304,1761,25.5,5,13-5-22,1,40
94,580,2152,33.92,2,16-7-22,-1,49
95,538,1043,18.86,4,14-1-22,1,35
96,951,3551,10.07,4,6-4-22,1,31
97,938,1636,26.71,4,16-5-22,1,55
98,828,3440,3.49,2,13-9-22,-1,13
99,358,480,19.14,5,6-7-22,1,30
100,834,3733,40.68,4,10-4-22,1,63
101,140,1410,13.15,5,13-11-22,1,33
102,763,1769,19.54,3,4-1-22,0,27
103,347,1204,32.52,1,5-8-22,-1,53
104,755,935,13.81,2,7-11-22,-1,25
105,582,1275,4.73,4,7-7-22,1,21
106,422,3443,14.68,3,26-3-22,0,19
107,416,2711,17.88,3,19-4-22,0,31
108,695,844,33.77,5,30-7-22,1,39
109,564,2550,2.05,4,7-2-22,1,15
110,588,3632,42.51,3,19-5-22,0,68
111,245,2337,23.87,5,29-3-22,1,34
112,437,2986,4.43,3,1-2-22,0,22
113,900,1752,34.52,4,20-12-22,1,50
114,437,645,1.77,4,3-8-22,1,17
115,517,1828,14.6,3,31-1-22,0,26
116,114,1386,7.17,5,30-12-22,1,16
117,293,3723,23.57,2,4-7-22,-1,42
118,731,3081,45.14,3,2-7-22,0,55
119,753,2936,25.12,4,27-9-22,1,30
120,67,2419,26.0,2,10-1-22,-1,47
121,378,2968,31.97,4,9-5-22,1,51
122,151,1042,37.24,2,2-4-22,-1,47
123,510,3283,13.33,5,22-4-22,1,23
124,275,3214,25.18,5,5-12-22,1,41
125,560,1392,7.78,5,26-3-22,1,20
126,689,794,42.12,4,12-4-22,1,44
127,269,1377,14.54,1,16-1-22,-1,26
128,69,1403,42.87,3,31-5-22,0,54
129,495,382,6.66,5,24-11-22,1,29
130,472,3388,16.68,4,5-12-22,1,35
131,68,241,11.86,5,25-2-22,1,27
132,539,971,33.11,2,6-1-22,-1,53
133,360,962,20.0,2,29-7-22,-1,22
134,374,1704,25.48,5,9-7-22,1,52
135,329,3547,26.42,5,20-1-22,1,32
136,694,3471,16.68,2,30-4-22,-1,29
137,379,2041,7.97,5,21-1-22,1,16
138,161,1623,20.49,5,1-10-22,1,41
139,273,3567,29.21,5,26-2-22,1,40
140,401,2327,37.03,5,9-7-22,1,62
141,751,3053,19.26,5,18-4-22,1,29
142,14,3604,35.93,5,5-4-22,1,62
143,244,1511,13.12,3,17-12-22,0,22
144,239,3655,33.74,2,25-2-22,-1,37
145,296,2044,19.16,5,25-1-22,1,31
146,642,3444,32.97,5,4-6-22,1,55
147,636,1949,1.6,5,11-11-22,1,18
148,610,3558,46.91,5,3-12-22,1,45
149,376,3210,3.43,5,4-2-22,1,16
150,943,2505,42.11,5,18-4-22,1,57
151,308,869,10.35,5,7-7-22,1,33
152,495,2035,39.21,5,16-12-22,1,63
153,18,3007,5.59,3,14-7-22,0,16
154,532,1994,5.24,5,31-12-22,1,17
155,521,426,5.4,2,23-7-22,-1,17
156,165,1000,24.91,5,22-10-22,1,37
157,863,3480,23.53,2,14-11-22,-1,41
158,427,1768,8.77,5,26-6-22,1,25
159,517,1549,40.7,3,27-4-22,0,62
160,420,2546,7.42,3,16-9-22,0,16
161,943,364,6.33,4,14-11-22,1,19
162,560,2301,8.12,5,18-1-22,1,19
163,547,3475,28.95,5,28-1-22,1,37
164,40,3694,16.1,1,3-5-22,-1,24
165,801,1855,16.71,3,28-12-22,0,24
166,828,1780,39.04,5,19-12-22,1,53
167,437,3072,19.49,5,9-7-22,1,40
168,283,1201,11.73,2,14-5-22,-1,21
169,294,1235,14.67,5,9-3-22,1,31
170,570,2614,17.18,3,24-7-22,0,24
171,613,1259,25.15,1,12-3-22,-1,40
172,747,3684,18.72,5,17-11-22,1,28
173,345,1390,24.08,4,3-2-22,1,35
174,667,3396,22.04,5,5-5-22,1,41
175,694,1844,8.39,1,9-3-22,-1,23
176,723,950,15.98,5,5-1-22,1,32
177,213,1703,20.89,5,22-12-22,1,37
178,616,884,34.48,5,27-2-22,1,55
179,782,769,10.29,3,3-5-22,0,19
180,610,3246,17.72,5,2-6-22,1,40
181,810,1771,29.34,5,14-5-22,1,43
182,888,2892,29.04,3,13-12-22,0,55
183,888,1660,1.07,5,21-2-22,1,25
184,692,1223,8.0,4,17-2-22,1,22
185,593,2058,15.05,1,24-12-22,-1,36
186,244,3007,26.07,5,16-5-22,1,32
187,485,2224,43.21,3,8-4-22,0,67
188,605,1921,5.84,5,25-4-22,1,30
189,844,3445,26.43,3,1-7-22,0,36
190,392,205,25.31,5,20-11-22,1,54
191,382,1369,45.09,5,13-5-22,1,61
192,557,1997,9.76,1,29-12-22,-1,24
193,166,1239,24.7,5,24-1-22,1,41
194,572,3571,24.47,2,26-5-22,-1,29
195,729,3483,39.98,5,17-6-22,1,60
196,602,3565,5.78,2,1-8-22,-1,24
197,283,265,27.48,3,1-8-22,0,42
198,344,730,3.32,1,22-10-22,-1,22
199,730,333,40.28,5,25-12-22,1,50
200,404,563,9.0,5,20-10-22,1,13
201,403,1549,8.79,1,24-11-22,-1,25
202,197,1118,4.13,5,26-6-22,1,11
203,847,2171,29.0,5,25-7-22,1,54
204,771,1522,23.16,5,24-11-22,1,33
205,374,1958,7.77,4,28-1-22,1,21
206,306,2441,41.2,2,18-1-22,-1,45
207,913,3527,46.21,4,30-4-22,1,46
208,188,3586,38.61,4,3-6-22,1,63
209,469,969,14.88,5,7-8-22,1,25
210,884,3463,4.24,2,1-6-22,-1,23
211,395,3296,15.78,5,28-4-22,1,31
212,601,1008,42.28,1,9-7-22,-1,50
213,425,874,37.58,1,12-4-22,-1,49
214,851,912,8.74,5,15-1-22,1,29
215,286,2030,31.55,5,1-10-22,1,38
216,138,2234,26.5,5,25-8-22,1,39
217,452,3599,27.89,5,15-2-22,1,31
218,866,1741,31.68,3,13-1-22,0,45
219,209,1216,5.73,5,11-1-22,1,28
220,494,3495,6.17,3,12-9-22,0,16
221,79,2016,19.62,2,6-10-22,-1,28
222,819,1040,36.71,5,10-9-22,1,40
223,5,1120,34.89,1,3-5-22,-1,57
224,306,1134,1.54,3,8-4-22,0,18
225,618,1156,13.2,5,11-4-22,1,26
226,124,1067,8.72,5,17-7-22,1,26
227,150,1811,26.24,2,27-7-22,-1,30
228,273,563,15.16,3,25-2-22,0,34
229,363,3277,26.71,4,7-12-22,1,41
230,943,3282,21.85,5,26-11-22,1,37
231,520,3402,38.31,4,8-1-22,1,60
232,111,3408,25.04,1,1-12-22,-1,41
233,560,1260,14.88,4,16-10-22,1,30
234,643,1553,8.89,2,12-7-22,-1,27
235,183,66,10.98,5,4-3-22,1,25
236,77,3491,14.33,4,5-2-22,1,29
237,379,3573,8.96,3,16-7-22,0,15
238,460,3525,21.69,1,2-9-22,-1,44
239,398,2294,19.77,5,3-11-22,1,37
240,12,2745,1.81,5,1-11-22,1,19
241,821,2135,22.82,3,8-12-22,0,35
242,282,740,39.36,5,14-11-22,1,63
243,92,1107,29.63,5,22-1-22,1,47
244,649,1508,13.75,5,3-1-22,1,33
245,898,3401,35.57,1,22-5-22,-1,57
246,97,3031,5.14,1,22-12-22,-1,30
247,521,441,3.85,3,3-7-22,0,25
248,92,1671,20.84,2,9-7-22,-1,37
249,862,3284,21.11,5,3-11-22,1,35
250,843,142,10.2,2,18-1-22,-1,35
251,914,3113,27.91,5,29-5-22,1,40
252,682,1168,16.71,3,30-1-22,0,27
253,563,1440,6.63,5,29-5-22,1,13
254,98,1429,41.04,1,3-12-22,-1,68
255,306,3442,26.61,1,15-5-22,-1,54
256,636,1496,15.05,5,4-1-22,1,24
257,210,1138,9.6,1,14-12-22,-1,25
258,617,3606,26.54,2,6-6-22,-1,50
259,325,2341,8.84,1,23-5-22,-1,30
260,275,3524,17.98,5,30-7-22,1,28
261,176,1621,6.54,5,27-12-22,1,21
262,138,948,23.06,5,5-4-22,1,45
263,411,1278,39.08,2,29-12-22,-1,49
264,558,3044,8.1,5,22-4-22,1,20
265,52,2174,37.84,4,7-12-22,1,57
266,292,1095,19.77,5,1-10-22,1,34
267,46,1854,6.28,5,7-9-22,1,26
268,848,1607,28.92,5,25-6-22,1,34
269,507,3623,2.62,3,22-7-22,0,16
270,579,3164,39.53,4,4-1-22,1,55
271,670,2287,27.21,5,23-6-22,1,54
272,18,2118,20.44,5,22-6-22,1,36
273,535,3455,18.38,5,28-1-22,1,34
274,956,888,43.59,5,19-5-22,1,50
275,830,3717,35.77,2,28-10-22,-1,43
276,953,2606,6.85,2,20-8-22,-1,26
277,193,3494,14.87,3,24-5-22,0,25
278,144,1193,42.3,2,4-5-22,-1,46
279,541,925,17.7,3,16-4-22,0,22
280,862,1219,23.7,5,25-10-22,1,37
281,546,296,20.43,1,4-4-22,-1,39
282,737,3054,17.93,5,17-1-22,1,23
283,452,3698,6.34,5,28-5-22,1,22
284,251,3077,10.76,3,29-5-22,0,24
285,500,1032,2.16,2,1-7-22,-1,19
286,925,768,3.86,1,18-3-22,-1,14
287,449,2776,28.99,5,18-11-22,1,33
288,166,2248,35.82,4,4-11-22,1,54
289,285,973,3.15,3,20-3-22,0,25
290,781,494,20.9,5,27-5-22,1,38
291,793,3492,9.7,2,28-6-22,-1,18
292,834,2470,24.34,2,24-1-22,-1,38
293,185,3172,2.02,2,15-5-22,-1,19
294,0,2652,40.72,2,20-11-22,-1,49
295,217,2112,4.26,1,9-10-22,-1,23
296,882,1914,18.5,4,6-10-22,1,24
297,953,900,2.86,3,11-8-22,0,11
298,419,2354,13.51,1,28-9-22,-1,25
299,318,3702,15.15,5,5-1-22,1,40
300,6,918,1.31,5,7-11-22,1,17
301,94,834,25.07,4,23-5-22,1,50
302,608,1032,13.36,5,27-8-22,1,32
303,727,1174,27.16,1,10-5-22,-1,38
304,297,2595,13.07,5,13-4-22,1,26
305,449,3526,23.3,3,11-4-22,0,41
306,29,3657,33.1,5,30-5-22,1,57
307,822,1038,1.83,3,2-11-22,0,14
308,19,3521,10.28,5,23-7-22,1,31
309,139,178,14.88,4,24-12-22,1,22
310,623,3588,31.49,3,3-12-22,0,42
311,565,1952,4.47,3,9-6-22,0,14
312,270,1171,19.68,5,17-4-22,1,27
313,62,1113,41.98,5,16-6-22,1,68
314,690,1362,2.38,5,8-12-22,1,14
315,143,3230,26.24,3,27-7-22,0,48
316,216,3603,28.99,2,23-1-22,-1,47
317,172,2377,2.41,1,9-6-22,-1,21
318,283,3715,42.34,5,17-5-22,1,49
319,162,3390,11.66,5,10-5-22,1,22
320,153,3431,24.79,2,20-12-22,-1,38
321,616,1068,28.99,5,27-7-22,1,30
322,903,1168,20.61,3,26-1-22,0,41
323,820,1761,2.9,5,11-11-22,1,15
324,343,2311,2.23,3,28-5-22,0,10
325,392,1813,11.09,5,10-12-22,1,35
326,749,1380,2.37,3,16-8-22,0,19
327,441,2930,31.54,1,2-6-22,-1,44
328,79,3435,1.43,4,19-2-22,1,10
329,58,1909,28.18,3,9-7-22,0,32
330,416,860,43.59,5,6-12-22,1,66
331,876,3615,44.82,1,13-12-22,-1,47
332,384,2038,40.1,1,13-11-22,-1,42
333,506,1771,28.17,4,9-5-22,1,31
334,867,3583,25.25,2,6-11-22,-1,53
335,813,1943,44.89,5,26-4-22,1,63
336,445,1791,8.47,5,25-7-22,1,15
337,811,2782,8.42,5,5-10-22,1,14
338,493,1015,9.77,5,15-7-22,1,27
339,520,1818,39.48,5,3-12-22,1,39
340,524,3330,26.1,5,12-6-22,1,39
341,644,3516,16.02,5,15-5-22,1,25
342,136,3733,16.38,1,1-1-22,-1,37
343,811,441,18.38,4,25-2-22,1,32
344,889,1085,31.66,5,21-1-22,1,38
345,328,1452,22.58,4,27-10-22,1,30
346,243,1303,11.2,2,26-5-22,-1,35
347,646,2059,45.8,2,9-1-22,-1,62
348,22,2705,24.48,2,9-12-22,-1,35
349,814,2026,46.55,5,15-11-22,1,53
350,506,3516,4.88,5,21-6-22,1,15
351,94,1225,39.57,3,27-2-22,0,59
352,439,3377,11.33,4,29-10-22,1,22
353,577,3543,3.78,2,8-7-22,-1,10
354,250,3436,9.4,3,28-11-22,0,26
355,778,1530,24.22,3,28-6-22,0,34
356,665,1855,40.7,3,15-11-22,0,70
357,814,3409,11.16,5,2-5-22,1,23
358,870,2634,4.2,5,15-11-22,1,11
359,178,3222,17.15,2,3-12-22,-1,29
360,72,1749,14.25,5,30-6-22,1,33
361,502,3455,20.5,2,6-7-22,-1,28
362,887,1671,9.06,5,31-1-22,1,17
363,72,1512,26.72,1,22-12-22,-1,33
364,669,889,23.15,5,14-11-22,1,35
365,751,162,27.17,5,18-12-22,1,54
366,528,787,24.88,2,4-1-22,-1,35
367,824,1059,0.99,2,16-9-22,-1,22
368,612,962,46.73,1,23-8-22,-1,62
369,51,3694,22.22,3,22-12-22,0,30
370,760,1892,18.94,2,21-8-22,-1,31
371,954,3671,41.14,5,12-4-22,1,45
372,93,2882,8.39,5,23-2-22,1,17
373,247,968,7.02,4,22-8-22,1,24
374,913,3626,13.35,5,16-4-22,1,22
375,11,193,14.33,3,17-1-22,0,33
376,900,1898,0.9,3,1-8-22,0,12
377,395,3526,20.49,4,7-2-22,1,35
378,470,3369,7.73,5,7-9-22,1,22
379,796,1807,34.25,3,31-7-22,0,39
380,668,3487,31.26,5,2-8-22,1,49
381,876,1633,9.54,5,8-12-22,1,19
382,851,2006,13.07,2,10-2-22,-1,30
383,363,1773,3.02,2,4-1-22,-1,18
384,536,2198,17.02,5,27-2-22,1,32
385,528,1585,2.25,5,26-5-22,1,25
386,33,1922,24.97,5,1-2-22,1,28
387,113,2681,9.49,4,9-12-22,1,21
388,797,3505,38.86,3,3-1-22,0,53
389,646,3627,36.15,5,4-2-22,1,63
390,907,2716,29.7,2,21-8-22,-1,46
391,443,2280,18.59,5,9-8-22,1,35
392,28,1375,38.97,2,4-11-22,-1,45
393,625,1397,44.79,1,13-2-22,-1,70
394,470,1667,8.96,5,6-11-22,1,28
395,466,211,17.63,3,25-1-22,0,40
396,732,1159,22.36,5,9-5-22,1,29
397,857,1106,35.85,5,10-2-22,1,60
398,57,2658,3.99,5,26-10-22,1,23
399,826,1254,5.41,2,16-5-22,-1,13
400,519,426,23.71,5,20-12-22,1,42
401,875,3665,11.78,1,22-6-22,-1,31
402,475,3540,39.49,5,15-12-22,1,55
403,598,725,9.0,5,23-12-22,1,26
404,237,1140,43.79,2,27-11-22,-1,64
405,258,999,25.31,1,14-5-22,-1,49
406,67,1077,16.97,5,11-5-22,1,25
407,321,1007,23.78,2,30-12-22,-1,30
408,784,2346,20.59,2,28-5-22,-1,42
409,895,3574,27.17,4,30-1-22,1,33
410,955,1024,9.05,5,23-7-22,1,26
411,259,1879,13.12,5,22-5-22,1,32
412,586,1046,19.59,2,10-12-22,-1,23
413,759,3501,28.18,5,12-7-22,1,34
414,287,1713,20.56,2,10-12-22,-1,42
415,386,2429,2.27,5,22-6-22,1,19
416,228,1669,45.78,3,31-8-22,0,58
417,263,1063,45.19,5,5-6-22,1,52
418,824,1830,7.17,2,8-5-22,-1,15
419,463,2186,10.09,5,18-9-22,1,33
420,646,3588,9.16,3,6-9-22,0,15
421,650,1992,10.08,2,12-12-22,-1,28
422,291,1248,19.56,5,22-4-22,1,32
423,559,1385,7.52,1,23-5-22,-1,15
424,447,2722,2.7,3,21-1-22,0,10
425,581,544,45.39,5,26-5-22,1,49
426,926,1163,38.12,2,3-12-22,-1,47
427,921,986,36.6,3,20-2-22,0,40
428,327,3554,19.99,5,23-12-22,1,35
429,479,3425,31.3,5,24-1-22,1,46
430,761,1237,23.22,1,24-12-22,-1,44
431,659,3420,13.85,3,7-9-22,0,24
432,682,3040,33.64,3,28-8-22,0,34
433,801,1273,5.42,3,24-11-22,0,21
434,582,3556,37.37,5,13-7-22,1,56
435,268,1034,15.05,2,31-5-22,-1,37
436,11,2431,18.52,5,19-11-22,1,35
437,5,1713,2.61,3,15-1-22,0,10
438,13,1138,28.0,5,11-4-22,1,31
439,106,2475,36.34,5,5-1-22,1,49
440,212,2936,28.62,5,8-12-22,1,39
441,296,3704,29.27,5,5-12-22,1,42
442,504,1412,22.07,3,20-1-22,0,27
443,662,1143,14.62,5,4-12-22,1,33
444,419,2731,5.3,1,1-5-22,-1,30
445,776,1705,21.89,2,29-7-22,-1,41
446,438,3472,6.53,5,26-2-22,1,18
447,715,3460,45.29,5,19-6-22,1,64
448,849,2545,44.44,5,23-5-22,1,66
449,503,380,24.64,4,5-7-22,1,29
450,860,1053,23.23,5,1-12-22,1,37
451,747,3709,8.49,3,19-1-22,0,16
452,54,940,23.53,5,13-10-22,1,40
453,232,1761,4.27,5,21-1-22,1,14
454,298,867,27.82,5,14-11-22,1,37
455,755,2046,9.48,5,19-7-22,1,29
456,428,1176,15.55,1,25-7-22,-1,30
457,19,2217,17.56,4,8-11-22,1,23
458,364,1053,15.37,1,16-6-22,-1,32
459,704,3104,41.36,2,6-12-22,-1,52
460,628,3637,24.76,5,25-2-22,1,40
461,569,2344,18.59,5,15-4-22,1,39
462,659,3609,2.33,2,16-2-22,-1,18
463,603,2135,43.8,5,12-6-22,1,65
464,74,1563,4.66,2,4-2-22,-1,19
465,185,3397,23.48,2,8-11-22,-1,40
466,257,82,37.37,5,23-2-22,1,57
467,733,2531,4.22,5,16-2-22,1,14
468,500,521,44.08,1,24-5-22,-1,51
469,250,1607,18.18,2,22-9-22,-1,24
470,504,1915,4.75,5,5-12-22,1,14
471,451,3471,24.31,3,19-4-22,0,37
472,736,3378,26.78,5,31-12-22,1,48
473,65,1845,28.76,4,9-12-22,1,37
474,512,1733,28.78,5,27-2-22,1,33
475,142,1208,15.6,2,9-11-22,-1,32
476,110,3629,17.54,2,5-5-22,-1,38
477,607,1050,5.35,2,11-2-22,-1,23
478,275,1885,3.45,5,17-11-22,1,18
479,939,3235,11.19,1,27-12-22,-1,21
480,291,879,41.26,5,5-1-22,1,64
481,686,1403,20.07,3,26-1-22,0,45
482,50,3133,26.28,4,5-2-22,1,44
483,523,3532,10.84,5,8-4-22,1,25
484,829,1422,15.79,2,10-2-22,-1,38
485,476,1583,4.81,4,6-10-22,1,25
486,272,2275,15.34,5,17-10-22,1,34
487,728,1508,3.34,3,31-1-22,0,22
488,485,1927,40.44,5,19-12-22,1,68
489,840,542,9.26,3,2-1-22,0,26
490,219,2505,32.52,4,27-3-22,1,49
491,469,2826,5.28,4,16-4-22,1,22
492,710,1110,22.54,4,18-2-22,1,37
493,14,1337,7.89,3,16-7-22,0,26
494,157,1956,44.96,5,19-12-22,1,58
495,793,1033,13.5,1,9-5-22,-1,21
496,82,1171,2.35,5,27-12-22,1,24
497,899,2595,44.62,2,12-2-22,-1,51
498,787,2938,8.56,1,15-10-22,-1,29
499,93,336,2.07,5,10-3-22,1,22
500,401,119,31.53,2,8-1-22,-1,50
501,3,1836,28.67,5,31-8-22,1,55
502,490,2169,39.59,5,28-1-22,1,58
503,756,3405,28.02,5,3-1-22,1,46
504,381,3443,20.65,5,21-7-22,1,37
505,43,1208,24.59,1,29-12-22,-1,27
506,884,2429,46.19,1,25-11-22,-1,48
507,517,1867,19.07,3,7-4-22,0,31
508,125,1602,26.66,1,27-4-22,-1,49
509,198,2327,19.56,5,1-2-22,1,39
510,398,304,15.33,4,28-7-22,1,35
511,79,2063,23.79,5,13-5-22,1,31
512,397,1474,2.33,1,15-6-22,-1,16
513,625,2483,7.41,5,2-1-22,1,22
514,633,2894,28.09,2,16-10-22,-1,42
515,73,435,5.91,2,7-5-22,-1,25
516,493,3663,46.72,2,5-2-22,-1,66
517,473,1249,24.53,1,19-2-22,-1,39
518,355,818,2.02,2,24-12-22,-1,20
519,718,3263,15.7,2,1-10-22,-1,27
520,674,1057,39.11,5,26-12-22,1,61
521,582,3643,36.38,5,3-5-22,1,43
522,294,769,18.63,2,13-10-22,-1,27
523,409,1998,9.62,3,25-12-22,0,26
524,221,1201,17.66,5,15-4-22,1,39
525,946,698,21.93,2,9-2-22,-1,27
526,823,3510,8.92,3,26-6-22,0,22
527,437,1794,3.23,5,26-12-22,1,16
528,251,3682,16.08,3,7-2-22,0,25
529,454,2724,9.42,5,19-7-22,1,30
530,459,653,11.78,5,8-4-22,1,35
531,871,967,15.09,1,8-8-22,-1,33
532,655,3377,1.24,3,21-5-22,0,10
533,203,3539,42.17,4,20-2-22,1,42
534,497,3340,2.66,2,10-1-22,-1,21
535,692,1465,41.15,5,6-2-22,1,42
536,775,1080,15.1,3,12-4-22,0,23
537,653,2258,28.65,1,1-6-22,-1,41
538,779,1032,17.43,5,25-4-22,1,29
539,907,1377,17.77,4,15-12-22,1,30
540,459,3478,40.72,5,2-7-22,1,53
541,217,1487,13.39,5,2-12-22,1,20
542,418,3416,13.68,3,7-2-22,0,29
543,642,897,1.17,2,14-11-22,-1,22
544,195,2571,3.4,5,17-3-22,1,23
545,449,2655,22.0,5,13-9-22,1,27
546,66,324,5.02,1,15-9-22,-1,26
547,923,3575,29.26,3,9-7-22,0,31
548,264,2118,21.99,5,4-10-22,1,38
549,119,2963,11.42,1,19-7-22,-1,23
550,826,1523,28.59,3,6-7-22,0,51
551,593,1093,14.52,2,15-1-22,-1,29
552,375,3392,20.89,2,26-10-22,-1,27
553,94,1663,1.38,2,29-11-22,-1,13
554,81,1370,22.91,5,24-12-22,1,44
555,93,1804,28.27,5,5-8-22,1,39
556,202,1036,18.61,5,26-2-22,1,27
557,53,1924,22.96,2,19-7-22,-1,32
558,393,3596,20.77,3,7-12-22,0,39
559,208,1304,19.66,4,30-6-22,1,28
560,853,2598,1.46,5,21-11-22,1,18
561,552,1943,2.12,5,20-2-22,1,25
562,629,901,17.69,5,10-7-22,1,33
563,567,3622,14.13,5,24-9-22,1,34
564,658,2179,28.54,4,17-7-22,1,35
565,709,214,29.9,3,9-2-22,0,46
566,832,1555,44.29,3,29-6-22,0,67
567,339,3734,22.96,5,4-5-22,1,44
568,338,2384,17.72,5,11-4-22,1,24
569,293,959,41.11,2,16-1-22,-1,68
570,168,1836,19.71,4,2-8-22,1,28
571,412,1691,27.69,5,19-2-22,1,34
572,702,3673,6.72,4,15-8-22,1,20
573,883,1391,42.33,3,2-1-22,0,66
574,70,3687,43.63,2,10-12-22,-1,45
575,664,2826,8.27,5,6-11-22,1,16
576,401,2086,19.55,2,1-12-22,-1,35
577,529,1040,27.14,4,25-11-22,1,45
578,30,1761,5.72,2,17-2-22,-1,13
579,645,3673,13.28,5,17-11-22,1,34
580,865,758,6.99,5,21-11-22,1,28
581,575,1611,28.7,1,15-10-22,-1,41
582,795,3341,25.15,1,18-3-22,-1,44
583,660,1354,20.81,3,15-12-22,0,42
584,450,1933,10.65,2,4-5-22,-1,19
585,220,1040,17.88,3,31-12-22,0,35
586,759,3351,5.75,4,30-1-22,1,26
587,217,1377,24.64,3,15-1-22,0,29
588,535,3421,28.19,2,3-1-22,-1,55
589,789,1556,14.06,2,2-7-22,-1,33
590,169,2726,43.15,2,26-2-22,-1,56
591,595,2865,45.22,3,25-11-22,0,49
592,948,885,20.04,1,30-10-22,-1,43
593,190,9,44.5,5,28-8-22,1,47
594,805,2045,20.29,5,17-4-22,1,45
595,607,883,23.5,5,29-8-22,1,45
596,895,3462,10.89,3,18-8-22,0,34
597,277,2035,1.62,5,2-2-22,1,17
598,535,3058,18.3,5,23-1-22,1,37
599,492,1085,16.75,2,17-2-22,-1,28
600,356,693,14.64,2,23-4-22,-1,34
601,580,1228,32.16,5,11-1-22,1,46
